   53737.832088    1017.8610     138.7267    1018.5583     138.7315    0.8730
   53737.991185    -256.7984     739.1623    -245.6817     739.1829    0.0440
   53766.853972    2261.6842     208.4004    2257.7779     208.4551    0.6998
   53966.139752    6407.1285     523.2156    6388.9780     523.2691    0.9281
   53967.130524    9397.5467     762.4728    9384.7315     762.5352    0.9255
   53968.072106    8382.2745     651.7654    8353.8087     651.8525    0.9077
   53968.164800    -775.5911     610.8129    -770.4980     610.8317    0.1081
   53968.977293    3417.1740     915.3843    3444.4060     915.4064    0.3782
   53969.170740    2122.8954     840.1538    2132.4834     840.1789    0.2343
   53969.990296   -1410.8684     575.9768   -1405.7653     576.0036    0.1658
   53971.983848    6827.8373     564.8682    6818.3152     564.9020    0.9557
   53972.962527    5620.7257     458.6811    5607.7336     458.7213    0.8991
   53973.038534    8690.7673     931.8756    8702.7143     931.9257    0.7059
   53974.062160     878.9774     791.7741     891.3281     791.7934    0.1087
   53974.991542    4853.8242     351.3514    4849.1227     351.4031    0.8187
   53975.964037    3706.5398     267.5175    3684.7070     267.5827    0.7649
   53976.064261    5991.6941     429.6658    5981.7706     429.7371    0.8021
   53979.003510    9729.7891     872.0624    9725.1707     872.1124    0.8087
   53979.088479   10843.7551     887.4134   10844.5767     887.4730    0.8119
   53979.170282    5059.7334     463.6842    5048.0184     463.7308    0.8542
   53980.117609    -840.2024     547.8145    -834.8342     547.8436    0.1026
   53980.988993    2853.2619     198.1575    2853.5053     198.1895    0.7614
   53982.939051   -2449.8471     500.8900   -2436.6804     500.9279    0.4973
   53983.977704   10098.8352     716.5090   10077.0880     716.5865    0.9242
   53984.053221    4184.1534     916.8527    4211.0807     916.8900    0.4249
   53984.162014    7300.1535     904.9313    7299.6898     904.9626    0.7890
   53984.997453    9518.9227     915.6198    9511.2020     915.6839    0.5545
   53985.112146    2842.3929     280.2308    2830.8656     280.2829    0.6697
   53985.198051   10260.6612     685.3581   10230.1236     685.4407    0.9027
   53987.038214    6754.8365     394.4307    6717.3135     394.5407    0.8744
   53987.186271    5306.7507     327.3396    5298.5997     327.4092    0.8542
   53988.023500   12732.0242     942.1528   12620.1741     942.6106    0.5369
   53988.044738    9759.3499     560.7076    9619.6765     561.0093    0.7893
   53988.115219      47.0122         -nan    1735.7912     263.5598    0.0388
   53988.983063    5936.8323     906.9007    5968.0536     906.9594    0.3977
   53989.051745   12017.0308     753.1909   11987.6920     753.2896    0.9063
   53989.155432    8936.0760     812.7819    8915.3515     812.8457    0.8477
   53989.919826   10901.5083     782.3351   10892.4334     782.4002    0.9096
   53989.992282   11143.1577     927.2686   11161.1288     927.3513    0.7511
   53990.109665   12227.2397     593.8342   12192.3438     593.9558    0.9301
   53990.197809    4214.9686     334.3676    4206.3399     334.4174    0.8171
   53993.023647    3911.1222     273.4788    3910.5377     273.5195    0.8093
   53993.115786    7829.1453     639.9718    7815.6076     640.0322    0.9001
   53993.226931    9279.6810     908.8790    9280.9787     908.9187    0.7886
   53994.006567   10300.0853     834.4558   10284.3675     834.5261    0.8960
   53994.064677    -551.0989     699.3934    -543.7291     699.4152    0.0551
   53994.160335    6995.9862     495.0322    6990.1895     495.0743    0.9489
   53995.050078    6198.8424     484.3384    6189.7772     484.4052    0.8869
   53999.053427    6639.0580     468.9118    6637.2023     468.9823    0.8663
   53999.215378    9969.6443     784.2028    9962.3389     784.2637    0.9103
   54001.995773    5843.1211     456.3402    5833.8904     456.3816    0.9177
   54002.230231    6646.0154     746.6147    6641.2336     746.6382    0.9315
   54002.945239    4349.4728     861.8760    4372.2281     861.9030    0.3447
   54003.073871    7755.2376     867.8070    7750.6086     867.8467    0.8353
   54003.244549    4231.5549     919.4944    4251.4165     919.5143    0.4391
   54006.883741    7361.1165     667.7663    7348.6016     667.8070    0.9508
   54007.074329    7657.9887     633.3706    7640.6036     633.4208    0.9621
   54007.910431    5252.2499     426.6283    5243.5909     426.6664    0.9489
   54008.087064    5720.9071     465.8414    5714.0360     465.8801    0.9552
   54008.226836    9916.1981     898.8046    9910.2356     898.8519    0.8044
   54008.898088   -1351.6100     538.7745   -1354.6721     538.8166    0.1426
   54008.945724    5018.9937     386.7277    4989.8544     386.7750    0.7528
   54009.155426    8865.1627     623.5326    8863.9365     623.6120    0.9367
   54015.007946      65.3047     673.0758     101.3556     673.2002    0.0103
   54015.111460    9369.3805     723.6418    9329.4388     723.7168    0.8186
   54015.877005    8725.5188     493.4070    8707.1481     493.4783    0.9173
   54015.944741    6345.7739     715.8472    6311.8687     715.9278    0.7128
   54017.073755    9462.0501     839.3238    9441.8053     839.4171    0.8412
   54017.177628    8232.6649     890.3654    8218.3558     890.4259    0.7825
   54021.916027    7100.5371     465.3105    7098.3703     465.3964    0.9144
   54022.086752    3783.5582     834.2503    3798.5924     834.2834    0.3038
   54029.056022   10730.3238     842.0258   10719.6296     842.0913    0.9022
   54029.884109    8533.2664     587.5271    8517.5947     587.6107    0.9378
   54030.059377    3486.5401     784.8958    3506.5582     784.9343    0.2671
   54030.873163   10237.2588     784.0677   10223.2869     784.1377    0.8619
   54031.077589   -1377.6486     462.3531   -1379.5331     462.3720    0.2251
   54032.086225    4021.5163     314.6594    4027.7794     314.6979    0.8386
   54043.866322   -5386.4962         -nan   75547.4799     626.4087    0.8133
