   53737.832088     745.7021     181.7496     743.0686     181.7554    0.7613
   53737.991185    6960.8149    1202.1829    6928.6107    1202.2407    0.8736
   53766.853972    1210.9921     250.1265    1206.4572     250.1631    0.7675
   53966.139752    2056.4031     465.8050    2046.6367     465.8450    0.8540
   53967.130524    2688.9117     598.4516    2685.6469     598.4872    0.9289
   53968.072106    -179.9641         -nan    5672.5069     525.8365    0.9314
   53968.164800    5040.2227    1491.9456    5022.0730    1492.0589    0.7782
   53968.977293    1835.4391     850.9621    1830.0792     850.9799    0.7041
   53969.170740      -0.0000         -nan       0.0000         -nan      -nan
   53969.990296    3497.3457    1584.2539    3486.1844    1584.4322    0.4666
   53971.983848    1449.6062     487.5445    1441.1064     487.5783    0.7241
   53972.962527    1483.5021     428.2264    1482.3481     428.2531    0.8376
   53973.038534    2160.0656     772.7880    2156.3674     772.8556    0.7865
   53974.062160    3665.9672    1087.9641    3648.0785    1088.0248    0.7361
   53974.991542    1287.6066     363.2360    1288.6721     363.2796    0.8000
   53975.964037     903.2182     302.0796     893.5500     302.1269    0.5191
   53976.064261    1677.3478     416.6271    1666.2175     416.7039    0.7286
   53979.003510    1894.0935     680.3957    1890.4229     680.4446    0.7575
   53979.088479    1879.1812     696.8580    1877.1849     696.9201    0.7903
   53979.170282       0.0609         -nan    -113.2981      42.1212    0.0931
   53980.117609    2512.5467    1662.1377    2486.5051    1662.3937    0.3704
   53980.988993     727.6432     242.8041     728.4823     242.8329    0.5997
   53982.939051    3232.4730    1790.2666    3078.7731    1790.5111    0.2217
   53983.977704     273.0102     573.4055     261.0102     573.4645    0.1199
   53984.053221     690.7857     849.7202     662.9456     849.7811    0.2160
   53984.162014   -1267.7870     719.8689   -1287.1468     719.9223    0.3708
   53984.997453     106.6975     844.8191      73.5518     844.9850    0.0190
   53985.112146     719.3705     313.2976     687.5979     313.3624    0.2660
   53985.198051   -1151.9866     557.8308   -1158.7982     557.9017    0.4177
   53987.038214   -1411.8234     393.6851   -1450.6132     393.8021    0.4642
   53987.186271    -177.6109     346.0230    -202.7205     346.1196    0.1021
   53988.023500    5980.7047     849.7162    4968.4650     851.1149    0.2518
   53988.044738   -5209.2341     492.1729   -5347.5323     492.5766    0.6972
   53988.115219    4272.8794     803.2794    4816.8884     805.4917    0.1773
   53988.983063   -2835.3116     918.8064   -2857.2214     918.9282    0.5547
   53989.051745   -1586.5165     598.5494   -1622.2160     598.6774    0.4491
   53989.155432       4.7504         -nan    -735.1173     608.4796    0.3136
   53989.919826   -1861.3911     616.6760   -1891.2816     616.8024    0.5810
   53989.992282   -3380.2814     759.5591   -3432.5130     759.7876    0.6666
   53990.109665   -3047.0324     515.1308   -3087.1065     515.3305    0.7369
   53990.197809   -1080.6214     352.4208   -1109.3227     352.5322    0.5733
   53993.023647  -11767.4792     327.6459  -12558.7514     329.4449    0.8312
