   53737.832088      -0.0000         -nan       0.0000         -nan      -nan
   53737.991185    -742.8404     480.6759    -747.0294     480.6843    0.4714
   53766.853972      -0.0000         -nan       0.0000         -nan      -nan
   53966.139752     180.6189     637.9733     175.2025     637.9924    0.1264
   53967.130524    -264.1363     638.7299    -269.7801     638.7664    0.2351
   53968.072106    -653.0241     646.9449    -661.8168     646.9834    0.3620
   53968.164800   -1009.4713     436.7881   -1018.0856     436.8111    0.5128
   53968.977293      -0.0000         -nan       0.0000         -nan      -nan
   53969.170740      -0.0000         -nan       0.0000         -nan      -nan
   53969.990296      -0.0000         -nan       0.0000         -nan      -nan
   53971.983848      -0.0000         -nan       0.0000         -nan      -nan
   53972.962527      -0.0000         -nan       0.0000         -nan      -nan
   53973.038534      -0.0000         -nan       0.0000         -nan      -nan
   53974.062160      50.8052         -nan   -4897.5682     496.1037    0.7479
   53974.991542      -0.0000         -nan       0.0000         -nan      -nan
   53975.964037      -0.0000         -nan       0.0000         -nan      -nan
   53976.064261   -6047.2653     621.3886   -6043.9776     621.4354    0.7840
   53979.003510      -0.0000         -nan       0.0000         -nan      -nan
   53979.088479      -0.0000         -nan       0.0000         -nan      -nan
   53979.170282      -0.0000         -nan       0.0000         -nan      -nan
   53980.117609      -0.0000         -nan       0.0000         -nan      -nan
   53980.988993      -0.0000         -nan       0.0000         -nan      -nan
   53982.939051      -0.0000         -nan       0.0000         -nan      -nan
   53983.977704      -0.0000         -nan       0.0000         -nan      -nan
   53984.053221      18.2012         -nan  -10757.1742     517.8009    0.8366
   53984.162014      -0.0000         -nan       0.0000         -nan      -nan
   53984.997453      -0.0000         -nan       0.0000         -nan      -nan
   53985.112146      -0.0000         -nan       0.0000         -nan      -nan
   53985.198051      -0.0000         -nan       0.0000         -nan      -nan
   53987.038214       0.0253         -nan     -88.1891      18.8933    0.0360
   53987.186271      -0.0000         -nan       0.0000         -nan      -nan
   53988.023500       0.4497         -nan   -1670.1673      89.2191    0.1360
   53988.044738      -0.0000         -nan       0.0000         -nan      -nan
   53988.115219      -0.0000         -nan       0.0000         -nan      -nan
   53988.983063      -0.0000         -nan       0.0000         -nan      -nan
   53989.051745       5.6815         -nan  -10388.0431     450.3529    0.6317
   53989.155432      -0.0000         -nan       0.0000         -nan      -nan
   53989.919826      -0.0000         -nan       0.0000         -nan      -nan
   53989.992282      -0.0000         -nan       0.0000         -nan      -nan
   53990.109665      -0.0000         -nan       0.0000         -nan      -nan
   53990.197809      -0.0000         -nan       0.0000         -nan      -nan
   53993.023647       0.4125         -nan    -776.8481     294.9235    0.2156
   53993.115786      -0.0000         -nan       0.0000         -nan      -nan
   53993.226931      -0.0000         -nan       0.0000         -nan      -nan
   53994.006567      -0.0000         -nan       0.0000         -nan      -nan
   53994.064677      -0.0000         -nan       0.0000         -nan      -nan
   53994.160335      -0.0000         -nan       0.0000         -nan      -nan
   53995.050078      -0.0000         -nan       0.0000         -nan      -nan
   53999.053427      -0.0000         -nan       0.0000         -nan      -nan
   53999.215378      -0.0000         -nan       0.0000         -nan      -nan
   54001.995773   -4675.6629     615.6040   -4675.1506     615.6309    0.7392
   54002.230231      -0.0000         -nan       0.0000         -nan      -nan
   54002.945239      -0.0000         -nan       0.0000         -nan      -nan
   54003.073871      -0.0000         -nan       0.0000         -nan      -nan
   54003.244549      -0.0000         -nan       0.0000         -nan      -nan
   54006.883741      -0.0000         -nan       0.0000         -nan      -nan
   54007.074329      -0.0000         -nan       0.0000         -nan      -nan
   54007.910431      -0.0000         -nan       0.0000         -nan      -nan
   54008.087064      -0.0000         -nan       0.0000         -nan      -nan
   54008.226836      -0.0000         -nan       0.0000         -nan      -nan
   54008.898088      -0.0000         -nan       0.0000         -nan      -nan
   54008.945724      -8.0951         -nan   12791.1426     353.6223    0.5313
   54009.155426      -0.0000         -nan       0.0000         -nan      -nan
   54015.007946      -0.0000         -nan       0.0000         -nan      -nan
   54015.111460      -0.0000         -nan       0.0000         -nan      -nan
   54015.877005      -0.0000         -nan       0.0000         -nan      -nan
   54015.944741    -860.9191         -nan   93008.0679     491.2734    0.5588
   54017.073755      -0.0000         -nan       0.0000         -nan      -nan
   54017.177628      -0.0000         -nan       0.0000         -nan      -nan
   54021.916027    -750.6691     618.1827    -765.1273     618.2186    0.2338
   54022.086752      -0.0000         -nan       0.0000         -nan      -nan
   54029.056022      -0.0000         -nan       0.0000         -nan      -nan
   54029.884109    -912.6240     648.9104    -926.4563     648.9594    0.3343
   54030.059377      -0.0000         -nan       0.0000         -nan      -nan
   54030.873163    -136.4894     629.4662    -144.1054     629.4897    0.0620
   54031.077589      -0.0000         -nan       0.0000         -nan      -nan
   54032.086225      -0.0000         -nan       0.0000         -nan      -nan
   54043.866322    2567.2919     641.5541    2484.4330     641.6304    0.3662
   54044.052175      -0.0000         -nan       0.0000         -nan      -nan
   54044.160766      -0.0000         -nan       0.0000         -nan      -nan
   54052.823657    -348.2812     643.1584    -424.6323     643.2687    0.0829
   54053.143086      -0.0000         -nan       0.0000         -nan      -nan
   54056.018647      -0.0000         -nan       0.0000         -nan      -nan
   54056.986806      -0.0000         -nan       0.0000         -nan      -nan
   54057.070076      -0.0000         -nan       0.0000         -nan      -nan
