2452125.67487 18.703 0.087 6.06 1173.0
2452129.72762 18.689 0.046 3.98 781.0
2452132.67057 18.585 0.045 4.24 732.0
2452136.57402 18.651 0.066 6.18 666.0
2452141.58621 18.607 0.047 4.47 700.0
2452144.67284 18.722 0.052 4.35 615.0
2452160.62853 18.643 0.074 6.30 898.0
2452170.56941 18.589 0.046 4.72 776.0
2452178.58019 18.608 0.113 6.91 1906.0
2452188.52934 18.610 0.084 7.16 764.0
2452211.53382 18.578 0.089 6.47 1372.0
2452333.87013 18.512 0.047 4.38 1028.0
2452344.83146 18.596 0.054 4.89 828.0
2452355.88227 18.651 0.046 4.36 642.0
2452364.87390 18.606 0.053 4.78 845.0
2452372.88569 18.651 0.045 4.21 739.0
2452384.82062 18.623 0.041 3.67 714.0
2452388.81978 18.596 0.044 4.00 736.0
2452390.85775 18.748 0.062 4.59 991.0
2452393.85195 18.620 0.111 4.58 4335.0
2452400.79919 18.651 0.044 3.87 699.0
2452402.90590 18.634 0.050 3.97 955.0
2452406.84870 18.669 0.050 4.44 722.0
2452414.87136 18.570 0.046 4.82 678.0
2452416.88694 18.670 0.057 4.73 869.0
2452424.74557 18.566 0.051 4.13 1020.0
2452428.73079 18.660 0.050 4.72 686.0
2452432.88232 18.562 0.074 6.15 1082.0
2452434.77032 18.606 0.044 3.94 760.0
2452436.81825 18.662 0.051 4.29 806.0
2452438.79194 18.612 0.050 4.79 697.0
2452441.75426 18.618 0.048 4.51 732.0
2452445.67150 18.573 0.044 4.39 624.0
2452448.69113 18.586 0.052 3.56 1467.0
2452454.78171 19.530 0.161 3.70 2700.0
2452459.68274 18.757 0.044 4.31 489.0
2452460.70080 18.607 0.053 5.32 645.0
2452463.58203 18.615 0.037 3.36 666.0
2452466.60184 18.592 0.040 3.84 577.0
2452468.72811 18.615 0.037 3.37 600.0
2452470.71188 18.580 0.038 3.78 569.0
2452472.73932 18.566 0.043 4.53 592.0
2452481.59864 18.594 0.061 5.51 751.0
2452484.66194 18.687 0.054 5.13 606.0
2452486.75466 18.783 0.097 7.40 841.0
2452490.73786 18.664 0.086 7.66 723.0
2452493.68254 18.554 0.059 5.31 834.0
2452496.52854 18.659 0.040 3.79 626.0
2452498.54920 18.628 0.034 3.04 602.0
2452500.59261 18.617 0.045 3.80 751.0
2452502.60623 18.583 0.047 4.47 760.0
2452508.70444 18.577 0.076 5.92 1231.0
2452512.65394 18.582 0.058 4.27 1297.0
2452517.55534 18.722 0.074 6.31 695.0
2452520.62280 18.596 0.045 4.24 621.0
2452529.48867 18.653 0.060 4.71 951.0
2452538.54028 18.541 0.058 5.03 925.0
2452542.56809 18.677 0.049 4.07 829.0
2452548.49662 18.584 0.066 5.62 819.0
2452552.53292 18.583 0.052 4.72 892.0
2452557.49807 18.530 0.048 4.22 786.0
2452564.51948 18.645 0.067 4.59 1222.0
2452708.84713 18.570 0.037 3.57 606.0
2452719.85280 18.523 0.049 4.10 1018.0
2452729.87488 18.642 0.056 5.11 721.0
2452734.81385 18.546 0.036 3.46 769.0
2452747.73877 18.738 0.102 6.70 1246.0
2452753.92379 18.641 0.067 5.98 929.0
2452757.84961 18.744 0.061 5.10 922.0
2452761.89839 18.580 0.046 4.59 833.0
2452767.84536 18.675 0.067 6.13 900.0
2452775.76223 18.573 0.071 5.70 1482.0
2452782.68358 18.754 0.092 7.50 690.0
2452784.60621 18.696 0.046 3.84 728.0
2452786.82421 18.761 0.060 4.81 886.0
2452788.63612 18.645 0.046 3.84 854.0
2452790.74053 18.560 0.041 4.45 612.0
2452793.65434 18.716 0.065 6.31 589.0
2452795.62814 18.592 0.039 4.51 630.0
2452797.64004 18.643 0.037 3.25 657.0
2452802.73244 18.622 0.073 6.18 962.0
2452809.75499 18.631 0.055 4.87 824.0
2452811.68212 18.605 0.065 6.49 676.0
2452812.81147 18.622 0.052 4.69 765.0
2452813.85521 18.608 0.047 4.07 780.0
2452815.83589 18.564 0.042 3.79 807.0
2452816.85684 18.591 0.054 4.49 940.0
2452818.62251 18.628 0.042 4.29 580.0
2452819.79084 18.609 0.050 4.36 854.0
2452821.68889 18.549 0.044 3.92 740.0
2452826.79530 18.723 0.074 6.62 643.0
2452835.67431 18.669 0.059 4.61 975.0
2452840.73511 18.652 0.056 4.65 847.0
2452843.68641 18.732 0.051 4.74 745.0
2452845.68375 18.694 0.052 4.87 644.0
2452846.50538 18.752 0.101 7.85 836.0
2452850.57262 18.680 0.046 4.14 798.0
2452852.58038 18.682 0.087 7.38 798.0
2452854.58479 18.650 0.051 4.87 652.0
2452857.49508 18.685 0.057 5.11 839.0
2452858.70741 18.719 0.071 3.89 1917.0
2452859.56791 18.621 0.080 4.36 2631.0
2452862.65448 18.785 0.079 5.35 973.0
2452866.60398 18.573 0.055 5.18 828.0
2452868.70583 18.545 0.046 4.22 846.0
2452871.62410 18.658 0.046 3.95 753.0
2452877.52602 18.652 0.056 5.16 681.0
2452883.62067 18.635 0.051 5.06 629.0
2452892.54699 18.528 0.054 5.12 847.0
2452895.61257 18.597 0.044 3.98 798.0
2452900.62424 18.547 0.057 5.12 782.0
2452905.62340 18.569 0.061 5.80 846.0
2452909.63272 18.685 0.057 5.07 738.0
2452920.54763 18.635 0.087 6.36 1187.0
2452931.54445 18.575 0.044 3.62 804.0
2453052.85445 18.553 0.040 3.82 789.0
2453059.82741 18.667 0.047 4.15 744.0
2453064.84429 18.605 0.066 5.76 924.0
2453068.79809 18.668 0.065 5.25 977.0
2453070.87673 18.492 0.041 3.83 790.0
2453073.83283 18.505 0.039 3.75 880.0
2453075.87093 18.567 0.049 4.46 836.0
2453080.77516 18.634 0.045 3.86 822.0
2453082.90296 18.681 0.049 5.10 575.0
2453085.83342 18.629 0.040 4.25 537.0
2453086.90684 18.569 0.041 4.97 636.0
2453088.82601 18.647 0.037 3.96 549.0
2453090.73910 18.633 0.039 3.96 619.0
2453096.89429 18.677 0.064 7.08 628.0
2453098.92140 18.660 0.050 4.74 913.0
2453100.90819 18.641 0.045 4.96 670.0
2453101.76622 18.714 0.058 4.61 908.0
2453103.79917 18.641 0.045 3.55 874.0
2453106.87112 18.582 0.061 3.93 1781.0
2453108.79164 18.569 0.034 3.40 643.0
2453109.85056 18.636 0.041 4.67 620.0
2453110.85693 18.538 0.042 5.00 711.0
2453112.84223 18.677 0.043 5.15 483.0
2453114.80685 18.496 0.034 3.96 585.0
2453116.89493 18.664 0.049 4.78 614.0
2453122.93284 18.670 0.083 6.20 1148.0
2453125.89734 18.618 0.059 6.19 665.0
2453127.84155 18.668 0.064 5.31 887.0
2453128.84347 18.615 0.052 4.66 905.0
2453130.72393 18.672 0.053 3.87 1070.0
